message,Retweets,Favourites,Datetime,Label
"The sun sets on this term but the brightness our work has brought will continue to illuminate the lives of millions.  A new dawn awaits, a new term beckons.  We are even more determined to fulfil the dreams of 130 crore Indians and create the New India all of us dreamt of. https://t.co/tKrWSwlT9d",9153,61275,24-05-2019 14:41,Modi
"Met the Council of Ministers earlier today. It has been great working with this team, which has left no stone unturned to fulfil peoples aspirations and boost Indias development. I thanked them for their industrious efforts. https://t.co/FIMwLBRsi1",4199,30820,24-05-2019 14:39,Modi
"Had a wonderful interaction with the entire PMO staff. Thanked them for their hardwork over the last 5 years. Also thanked their family members, who have been very understanding. Emphasised on the importance of teamwork and how it ensures better efficiency and service delivery. https://t.co/iT2MaotX5G",5711,41651,24-05-2019 14:38,Modi
Party colleagues from Kashi gave me the official certificate of election from Varanasi Lok Sabha constituency!   Feel happy to be representing one of the oldest and most vibrant centres of Indian culture. https://t.co/Ijh8YBUvhU,6273,48078,24-05-2019 14:34,Modi
Thank you President @hagegeingob for your good wishes. I look forward to working closely with you to advance our privileged partnership. https://t.co/5bIzIHgqGm,2511,20206,24-05-2019 13:20,Modi
Thank you @IvankaTrump. Wishes from a true friend of India like you are invaluable. https://t.co/2vppYI8tzm,6935,58514,24-05-2019 13:20,Modi
Thank you President @KagutaMuseveni for your warm message. I look forward to working closely with you to strengthen our bilateral ties in all spheres. https://t.co/dsN50AnnZ5,2493,19187,24-05-2019 13:18,Modi
Extremely anguished by the fire tragedy in Surat. My thoughts are with bereaved families. May the injured recover quickly. Have asked the Gujarat Government and local authorities to provide all possible assistance to those affected.,10286,62729,24-05-2019 12:24,Modi
Thank you @10DowningStreet @theresa_may for your wishes. I am committed to further strengthening the strategic partnership between India and UK in the years ahead. https://t.co/6G5tqccofc,4856,39530,24-05-2019 09:55,Modi
Thank you very much @Mohanlal Ji. https://t.co/5ugeWqsCKh,3346,32987,24-05-2019 06:59,Modi
Thank you for the wishes @MangteC. https://t.co/M6ougS9Orw,2871,30900,24-05-2019 06:56,Modi
"Thank you @arrahman. Will leave no stone unturned in building an India that is strong, prosperous and progressive. https://t.co/vEAycwWd3T",3350,35094,24-05-2019 06:56,Modi
Thank you @ActorMadhavan. I cherish your good wishes and kind words. https://t.co/ifMGOy7QkM,2846,24505,24-05-2019 06:55,Modi
Thank you @ChuckRobbins. Am happy that you talk about Digital India.   The Government of India stands committed to leveraging the power of technology to transform the lives of 1.3 billion Indians. https://t.co/UWVgW9eEZ0,2733,21310,24-05-2019 06:43,Modi
Glad to receive your wishes Amjad Ali Khan Ji. @AAKSarod https://t.co/NBDOQPHe00,2322,20481,24-05-2019 06:38,Modi
Thank you @TheShilpaShetty. https://t.co/VSNain8aSL,2463,25099,24-05-2019 06:37,Modi
Thank you very much @TandonRaveena. https://t.co/8xARtUf30N,2295,20970,24-05-2019 06:36,Modi
Thanks @Neeraj_chopra1. I hope you are recovering well. My best wishes. https://t.co/UbZqwpvaXH,2380,23349,24-05-2019 06:35,Modi
"Thank you @KremlinRussia, and my dear friend, for your warm greetings. Your support for taking our special and privileged strategic partnership to new heights is invaluable. I look forward to our meeting soon. https://t.co/4JG3OPvZNe",5882,42744,24-05-2019 06:31,Modi
Thank you @brb1954 for warm wishes and greetings. India and Nepal share close and friendly relations. We are committed to further strengthening and deepening our bilateral cooperation and people to people ties. https://t.co/JtKFX0ebs5,2420,18186,24-05-2019 06:11,Modi
"Thank you, Your Majesty @KingSalman and Your Highness Crown Prince Mohammed bin Salman for heartfelt greetings. India cherishes deep-rooted and multi-faceted ties with the Kingdom. Look forward to further enhancing our relations for the benefit our citizens. https://t.co/nXqVCUVom7",3963,29668,24-05-2019 06:09,Modi
Thank you President @NAkufoAddo. I am looking forward to working together for the success of both our countries. https://t.co/QYUxc1QIL9,2564,20459,24-05-2019 06:04,Modi
Thank you President @PaulKagame for your warm wishes. I look forward to continue working with you to enhance the ties between our countries and our people. https://t.co/cjUXoBAPia,2332,17068,24-05-2019 06:04,Modi
Thank you President @edmnangagwa. I am committed to continue working with you to strengthen the special relationship between India and Zimbabwe. https://t.co/jMn220QjPL,2705,21390,24-05-2019 06:03,Modi
"Thank you @JustinTrudeau. People of India have reposed their faith in democracy and development. India will work with our valued partner Canada for benefit of our citizens, and for world peace and prosperity. https://t.co/iyy8SpzKeR",2968,23350,24-05-2019 05:59,Modi
Thank you President @pnkurunziza for your warm message. I look forward to working with you to strengthen the ties between India and Burundi for development and prosperity. https://t.co/69mVALcAJZ,2344,16691,24-05-2019 05:56,Modi
Thank you @afgexecutive for your kind and warm wishes. We will continue to strengthen bilateral strategic partnership with Afghanistan. https://t.co/xJnoWCWCKD,2493,20509,24-05-2019 05:56,Modi
"Thank you my friend, President @EmmanuelMacron for your good wishes. I reaffirm my commitment to further strengthen the Strategic Partnership between India and France. I look forward to our meeting soon. https://t.co/xPVPPRKjdy",3873,28423,24-05-2019 05:53,Modi
Thank you President @SE_Rajoelina.   I am looking forward to working closely with you for closer bilateral ties between India and Madagascar which will also help in advancing peace and prosperity in the Indian Ocean region. https://t.co/h6nGn7SjX5,2221,16460,24-05-2019 05:51,Modi
Thank you President @jokowi for your warm wishes. Both our countries share a longstanding relationship of goodwill and mutual trust. We will keep working closely on common priorities and challenges. https://t.co/M5VD4z2Gyq,2735,20711,24-05-2019 05:47,Modi
Thank you Prime Minister @JosephMuscat_JM. We had useful discussions during our meeting at VGS2019. I look forward to working with you to further strengthen our cooperation. https://t.co/JzoDOyoZbF,2221,15517,24-05-2019 05:46,Modi
"Thank you President @MBuhari @NGRPresident for your wishes. India-Nigeria relations have grown from strength to strength in the last few years. And, I am committed to continue working with you to further enhance our bilateral ties. https://t.co/4o4I6wonnK",2653,17366,24-05-2019 05:44,Modi
Thank you for the warm wishes @BorisJohnson.  I wholeheartedly reciprocate the sentiment to further strengthen the strategic partnership between India and the UK for the benefit of our people. https://t.co/x2TXSvYEG8,2583,20147,24-05-2019 05:43,Modi
"Thank you @VP.   This is a victory of democracy, which India and the US cherish. I will continue to promote our partnership with the US for peace and shared prosperity for our two countries and the world https://t.co/6zazX9Wmh8",3253,23019,24-05-2019 05:42,Modi
"Dr. Murli Manohar Joshi is a scholar and intellectual par excellence. His contribution towards improving Indian education is remarkable. He has always worked to strengthen the BJP and mentor several Karyakartas, including me.   Met him this morning and sought his blessings. https://t.co/gppfDt7KiB",10891,71487,24-05-2019 05:34,Modi
Called on respected Advani Ji. The BJPs successes today are possible because greats like him spent decades building the party and providing a fresh ideological narrative to the people. https://t.co/liXK8cfsrI,18097,126432,24-05-2019 05:16,Modi
Thank you @capt_amarinder Ji for the wishes.   I congratulate you for your party's performance in Punjab. Looking forward to working together for Punjab's welfare. https://t.co/pYjYZk5nIE,5919,47732,23-05-2019 18:36,Modi
Thank you Thiru @mkstalin for the good wishes.   I also take this opportunity to congratulate you and your party for the mandate you have received from the people of Tamil Nadu. https://t.co/bJbqAzxydy,3752,31228,23-05-2019 18:34,Modi
Thank you @OmarAbdullah.   Congratulations to your party for the impressive performance in Kashmir. https://t.co/NcREW9leU2,3034,30012,23-05-2019 18:32,Modi
Thank you @RahulGandhi for your good wishes. https://t.co/0lClOl4yl2,9950,94500,23-05-2019 18:31,Modi
Thank you for your good wishes @ncbn Garu. https://t.co/9dmQx26SsR,2802,27150,23-05-2019 18:30,Modi
"Thank you @realDonaldTrump!   This victory represents the aspirations of a nation of 1.3 billion people.   I too am looking forward to working closely with you for closer bilateral ties, which also augur well for global peace and prosperity. https://t.co/MbnDQBBnMF",9878,58099,23-05-2019 18:22,Modi
-  @mangeshkarlata                               https://t.co/coE840LKrE,8982,69067,23-05-2019 18:14,Modi
Thank you @ashishchauhan. https://t.co/e2G9MH8VJG,2300,21143,23-05-2019 17:01,Modi
Thank you @chintskap. People's affection has been immensely humbling. Will continue serving the nation with the same vigour. https://t.co/QN7noTdkl8,2849,25776,23-05-2019 16:59,Modi
Thank you PM @ImranKhanPTI.   I warmly express my gratitude for your good wishes. I have always given primacy to peace and development in our region. https://t.co/b01EjbcEAw,12693,90189,23-05-2019 16:57,Modi
Thank you very much @Riteishd .   The trust that young India has reposed in us inspires us. https://t.co/Bv1lAUuhJ4,3702,39480,23-05-2019 16:49,Modi
Thank you @akshaykumar. We are fully committed to providing good governance that leads to empowerment of every citizen and furthers prosperity in our society. https://t.co/vqTIBzkg75,5979,48069,23-05-2019 16:44,Modi
Thanks @RajkummarRao. https://t.co/nG4iZ4OHYb,2463,23686,23-05-2019 16:41,Modi
I appreciate the good wishes @sachin_rt! A lot of work has been done in the last five years and much more needs to be done for our nation's transformation. We will serve the nation with utmost diligence. https://t.co/xOOJJPM0Cc,5480,45462,23-05-2019 16:40,Modi
Thanks @karanjohar for the wishes. https://t.co/sE6o918m58,2676,27669,23-05-2019 16:38,Modi
"Dear @rajinikanth Ji, thanks a lot. It is the people of India who blessed us and no stone will be left unturned to fulfil their aspirations. https://t.co/XctMMroYq5",8068,59264,23-05-2019 16:38,Modi
Thanks @Shankar_Live.   We will do everything possible to fulfil the dreams of the people. https://t.co/2lHdRRaK2s,3083,27743,23-05-2019 16:36,Modi
Thank you Pranab Da for the good wishes. They give us great strength in working for the betterment of 130 crore Indians. https://t.co/HrE5dPAtOU,4993,38097,23-05-2019 16:34,Modi
Thanks @AnilKapoor. The people's mandate is for growth. We will work hard to ensure that India's growth trajectory is even better in the coming years. https://t.co/fp2eFHFbQW,3476,32867,23-05-2019 16:33,Modi
Thank you @NSaina! Team India has won today. https://t.co/fCFsVJKdML,3362,34504,23-05-2019 16:32,Modi
"Asha Didi, the trust of the nation is priceless and we will leave no stone unturned to usher in a new era of development. https://t.co/K9WhOOQgtx",4327,33018,23-05-2019 16:32,Modi
Thank you for your warm wishes and greetings @FMBhutan.   We are committed to working with the Royal Government of Bhuan for deepening and further strengthening our bilateral relations. https://t.co/DM4chJ8qNs,2767,22036,23-05-2019 16:26,Modi
Thank you Excellency @KarzaiH. India values your friendship. https://t.co/gsdUkKg3IA,3180,25501,23-05-2019 16:23,Modi
"Thank you @PresRajapaksa for the wishes. Relations between our countries are unique, based upon shared historical, cultural, ethnic and civilizational ties. I look forward to closely work with Sri Lanka to take it forward. https://t.co/FZg8rqJUQr",2618,19303,23-05-2019 16:23,Modi
Thank you @cmprachanda. India deeply values its close relations with Nepal.  We look forward to continuing our engagement at the highest political levels with Nepal. https://t.co/fyOQQfeWZK,2417,17946,23-05-2019 16:22,Modi
Thank you President @MagufuliJP for your kind words. I look forward to continue strengthening the partnership between our two great countries in the coming years. https://t.co/OIy6eNeJ9G,2859,22221,23-05-2019 16:22,Modi
